bnf_code
0703021C0AAAAAA
0703021C0BBAAAA
0703021L0AAAAAA
0703021L0BBAAAA
0703021L0BCAAAA
0703021N0AAAAAA
0703021N0BBAAAA
0703021N0BCAAAA
0703021P0AAAAAA
0703021P0AAABAB
0703021P0BBAAAA
0703021Q0AAAAAA
0703021Q0BBAAAA
0703021Q0BCAAAA
0703021Q0BDAAAA
0703021Q0BEAAAA
0703021Q0BFAAAA
0703021Q0BGAAAA
0703021Q0BHAAAA
0703021Q0BIAAAA
